2022-09-15 15:07:29.644170 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\SessionLogs\editor 2022-09-15 15-07-28.txt'. [7.11 ms]
2022-09-15 15:07:29.719313 ; Session        ; Debug       ; Running '"D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\editor.exe" ' in 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug'.
2022-09-15 15:07:29.972974 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-09-15 15:07:29.972974 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-09-15 15:07:29.994768 ; Session        ; Debug       ; OpenTAP Engine 9.18.5+0328e9b4 X64
2022-09-15 15:07:29.996889 ; AssemblyFinder ; Debug       ; Found 27/91 assembly files. [19.0 ms]
2022-09-15 15:07:30.031195 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-09-15 15:07:30.036386 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.5.0.0, Culture=neutral, PublicKeyToken=null in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2022-09-15 15:07:30.139651 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-09-15 15:07:30.429520 ; Searcher       ; Debug       ; Ordered 25 assemblies according to references. [429 ms]
2022-09-15 15:07:30.567500 ; PluginManager  ; Debug       ; Found 19 plugin assemblies containing 272 plugin types. [568 ms]
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.dll
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.Package.dll
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 1.1.0            of Keysight.OpenTap.Licensing.dll
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.Plugins.BasicSteps.dll
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyPluginChuck.dll
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyPluginGen.dll
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2022-09-15 15:07:30.568524 ; PluginManager  ; Debug       ; Searched 27 Assemblies. [569 ms]
2022-09-15 15:07:30.667231 ; AssemblyData   ; Debug       ; Loaded OpenTap. [955 us]
2022-09-15 15:07:30.683984 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [15.3 ms]
2022-09-15 15:07:30.691140 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [24.1 ms]
2022-09-15 15:07:30.692641 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.Wpf. [178 us]
2022-09-15 15:07:30.734946 ; AssemblyData   ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [13.0 ms]
2022-09-15 15:07:30.823538 ; AssemblyData   ; Debug       ; Loaded mscorlib. [600 ns]
2022-09-15 15:07:30.993617 ; Settings       ; Debug       ; EditorSettings loaded from D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\Editor.xml [500 ms]
