2022-10-01 09:41:23.041960 ; Session        ; Debug       ; Session log loaded as 'D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\SessionLogs\editor 2022-10-01 09-41-19.txt'. [31.4 ms]
2022-10-01 09:41:23.090961 ; Session        ; Debug       ; Running '"D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\editor.exe" ' in 'D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug'.
2022-10-01 09:41:23.464961 ; Session        ; Debug       ; Microsoft Windows 10.0.19043 X64
2022-10-01 09:41:23.464961 ; Session        ; Debug       ; .NET Framework 4.8.4420.0
2022-10-01 09:41:23.496962 ; Session        ; Debug       ; OpenTAP Engine 9.18.5+0328e9b4 X64
2022-10-01 09:41:23.697993 ; AssemblyFinder ; Debug       ; Found 29/93 assembly files. [52.7 ms]
2022-10-01 09:41:23.751993 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.5.0.0, Culture=neutral, PublicKeyToken=null in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2022-10-01 09:41:26.328618 ; AssemblyFinder ; Debug       ; Found 29/93 assembly files. [100 ms]
2022-10-01 09:41:26.357618 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-10-01 09:41:26.415617 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-10-01 09:41:27.106620 ; Searcher       ; Debug       ; Ordered 27 assemblies according to references. [771 ms]
2022-10-01 09:41:27.249619 ; PluginManager  ; Debug       ; Found 21 plugin assemblies containing 275 plugin types. [916 ms]
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.dll
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.Package.dll
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 1.1.0            of Keysight.OpenTap.Licensing.dll
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.Plugins.BasicSteps.dll
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyOpenTapShare.dll
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyPluginChuck.dll
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyPluginGen.dll
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyPluginVision.dll
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2022-10-01 09:41:27.250618 ; PluginManager  ; Debug       ; Searched 29 Assemblies. [917 ms]
2022-10-01 09:41:27.294615 ; AssemblyData   ; Debug       ; Loaded OpenTap. [562 us]
2022-10-01 09:41:27.306618 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.Wpf. [221 us]
2022-10-01 09:41:27.331620 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [36.7 ms]
2022-10-01 09:41:27.357619 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [61.5 ms]
2022-10-01 09:41:27.454619 ; AssemblyData   ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [34.6 ms]
2022-10-01 09:41:27.591619 ; AssemblyData   ; Debug       ; Loaded mscorlib. [600 ns]
2022-10-01 09:41:27.874619 ; Settings       ; Debug       ; EditorSettings loaded from D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\Editor.xml [3.03 s]
2022-10-01 09:41:27.882618 ; Resolver       ; Debug       ; Found match for Keysight.Ccl.Wsl, Version=4.0.1.9, Culture=neutral, PublicKeyToken=55333af07c70062e in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Dependencies\Keysight.Ccl.Wsl.4.0.1.9\Keysight.Ccl.Wsl.dll
