2022-09-15 17:51:09.070432 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\SessionLogs\editor 2022-09-15 17-51-08.txt'. [20.1 ms]
2022-09-15 17:51:09.127801 ; Session        ; Debug       ; Running '"D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\editor.exe" ' in 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug'.
2022-09-15 17:51:09.553616 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-09-15 17:51:09.553616 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-09-15 17:51:09.573593 ; Session        ; Debug       ; OpenTAP Engine 9.18.5+0328e9b4 X64
2022-09-15 17:51:09.577292 ; AssemblyFinder ; Debug       ; Found 29/93 assembly files. [34.3 ms]
2022-09-15 17:51:09.607011 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-09-15 17:51:09.611433 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.5.0.0, Culture=neutral, PublicKeyToken=null in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2022-09-15 17:51:09.688211 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-09-15 17:51:09.902010 ; Searcher       ; Debug       ; Ordered 27 assemblies according to references. [318 ms]
2022-09-15 17:51:10.050155 ; PluginManager  ; Debug       ; Found 21 plugin assemblies containing 274 plugin types. [468 ms]
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.dll
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.Package.dll
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 1.1.0            of Keysight.OpenTap.Licensing.dll
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.Plugins.BasicSteps.dll
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyOpenTapShare.dll
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyPluginChuck.dll
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyPluginGen.dll
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyPluginVision.dll
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2022-09-15 17:51:10.051077 ; PluginManager  ; Debug       ; Searched 29 Assemblies. [469 ms]
2022-09-15 17:51:10.081826 ; AssemblyData   ; Debug       ; Loaded OpenTap. [448 us]
2022-09-15 17:51:10.149569 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.Wpf. [172 us]
2022-09-15 17:51:10.160362 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [14.9 ms]
2022-09-15 17:51:10.165993 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [34.3 ms]
2022-09-15 17:51:10.200589 ; AssemblyData   ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [9.86 ms]
2022-09-15 17:51:10.279049 ; AssemblyData   ; Debug       ; Loaded mscorlib. [1.20 us]
