2022-12-23 22:39:07.681375 ; Session        ; Debug       ; Session log loaded as 'D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\SessionLogs\editor 2022-12-23 22-39-03.txt'. [11.2 ms]
2022-12-23 22:39:07.781373 ; Session        ; Debug       ; Running '"D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\editor.exe" ' in 'D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug'.
2022-12-23 22:39:08.064371 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-12-23 22:39:08.065371 ; Session        ; Debug       ; .NET Framework 4.8.4420.0
2022-12-23 22:39:08.349373 ; Session        ; Debug       ; OpenTAP Engine 9.18.5+0328e9b4 X64
2022-12-23 22:39:08.635372 ; AssemblyFinder ; Debug       ; Found 29/93 assembly files. [51.0 ms]
2022-12-23 22:39:08.718372 ; AssemblyFinder ; Debug       ; Found 29/93 assembly files. [31.5 ms]
2022-12-23 22:39:08.800374 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.5.0.0, Culture=neutral, PublicKeyToken=null in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2022-12-23 22:39:08.931371 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-12-23 22:39:09.900373 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-12-23 22:39:11.134374 ; Searcher       ; Debug       ; Ordered 27 assemblies according to references. [2.40 s]
2022-12-23 22:39:11.235374 ; PluginManager  ; Debug       ; Found 21 plugin assemblies containing 275 plugin types. [2.51 s]
