2022-10-01 17:10:48.396077 ; Session        ; Debug       ; Session log loaded as 'D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\SessionLogs\editor 2022-10-01 17-10-44.txt'. [27.9 ms]
2022-10-01 17:10:48.515076 ; Session        ; Debug       ; Running '"D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\editor.exe" ' in 'D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug'.
2022-10-01 17:10:48.755076 ; Session        ; Debug       ; Microsoft Windows 10.0.19043 X64
2022-10-01 17:10:48.755076 ; Session        ; Debug       ; .NET Framework 4.8.4420.0
2022-10-01 17:10:48.783200 ; Session        ; Debug       ; OpenTAP Engine 9.18.5+0328e9b4 X64
2022-10-01 17:10:48.984078 ; AssemblyFinder ; Debug       ; Found 29/93 assembly files. [46.0 ms]
2022-10-01 17:10:49.021077 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.5.0.0, Culture=neutral, PublicKeyToken=null in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2022-10-01 17:10:53.332076 ; AssemblyFinder ; Debug       ; Found 29/93 assembly files. [212 ms]
2022-10-01 17:10:53.377077 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-10-01 17:10:53.727076 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-10-01 17:10:53.952076 ; Searcher       ; Debug       ; Ordered 27 assemblies according to references. [613 ms]
2022-10-01 17:10:54.074077 ; PluginManager  ; Debug       ; Found 21 plugin assemblies containing 275 plugin types. [736 ms]
2022-10-01 17:10:54.074077 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.dll
2022-10-01 17:10:54.074077 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.Package.dll
2022-10-01 17:10:54.074077 ; PluginManager  ; Debug       ; Found version 1.1.0            of Keysight.OpenTap.Licensing.dll
2022-10-01 17:10:54.074077 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.Plugins.BasicSteps.dll
2022-10-01 17:10:54.074077 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2022-10-01 17:10:54.074077 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2022-10-01 17:10:54.075076 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2022-10-01 17:10:54.075076 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyOpenTapShare.dll
2022-10-01 17:10:54.075076 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyPluginChuck.dll
2022-10-01 17:10:54.075076 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyPluginGen.dll
2022-10-01 17:10:54.075076 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyPluginVision.dll
2022-10-01 17:10:54.075076 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2022-10-01 17:10:54.075076 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2022-10-01 17:10:54.075076 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2022-10-01 17:10:54.075076 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2022-10-01 17:10:54.075076 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2022-10-01 17:10:54.075076 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2022-10-01 17:10:54.075076 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-10-01 17:10:54.075076 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-10-01 17:10:54.075076 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-10-01 17:10:54.075076 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2022-10-01 17:10:54.075076 ; PluginManager  ; Debug       ; Searched 29 Assemblies. [738 ms]
2022-10-01 17:10:54.130076 ; AssemblyData   ; Debug       ; Loaded OpenTap. [487 us]
2022-10-01 17:10:54.141076 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.Wpf. [191 us]
2022-10-01 17:10:54.215075 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [83.7 ms]
2022-10-01 17:10:54.219076 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [83.4 ms]
2022-10-01 17:10:54.392591 ; AssemblyData   ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [96.5 ms]
2022-10-01 17:10:54.528591 ; AssemblyData   ; Debug       ; Loaded mscorlib. [700 ns]
2022-10-01 17:10:54.834106 ; Settings       ; Debug       ; EditorSettings loaded from D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\Editor.xml [4.87 s]
2022-10-01 17:10:54.843107 ; Resolver       ; Debug       ; Found match for Keysight.Ccl.Wsl, Version=4.0.1.9, Culture=neutral, PublicKeyToken=55333af07c70062e in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Dependencies\Keysight.Ccl.Wsl.4.0.1.9\Keysight.Ccl.Wsl.dll
2022-10-01 17:10:54.923107 ; Resolver       ; Debug       ; Found match for MahApps.Metro, Version=1.3.0.0, Culture=neutral, PublicKeyToken=f4fb5a3c4d1e5b4f in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Dependencies\MahApps.Metro.1.3.0.0\MahApps.Metro.dll
2022-10-01 17:10:55.531620 ; GUI            ; Debug       ; Loaded Light Theme. [20.4 ms]
2022-10-01 17:10:55.702134 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2022-10-01 17:10:56.442164 ; Settings       ; Debug       ; GuiControlsSettings loaded from D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\GUI Controls.xml [598 ms]
2022-10-01 17:10:56.442164 ; Main           ; Debug       ; Window initial dimensions: 1549px, 837px.
2022-10-01 17:10:56.516162 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Licensing, Version=1.1.1.0, Culture=neutral, PublicKeyToken=null in D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Packages\Keysight Licensing\Keysight.OpenTap.Licensing.dll
2022-10-01 17:10:56.517164 ; Settings       ; Debug       ; EngineSettings loaded from D:\Program_Project\Git\SentioDev\Examples-OpenTAP\MyOpenTapMain\bin\Debug\Settings\Engine.xml [72.2 ms]
2022-10-01 17:10:56.620164 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2022-10-01 17-10-56.txt'. [29.0 ms]
2022-10-01 17:10:56.693163 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [1.25 ms]
