2022-09-15 15:30:10.816476 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\SessionLogs\editor 2022-09-15 15-30-09.txt'. [7.55 ms]
2022-09-15 15:30:10.925737 ; Session        ; Debug       ; Running '"D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\editor.exe" ' in 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug'.
2022-09-15 15:30:11.168986 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-09-15 15:30:11.168986 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-09-15 15:30:11.287774 ; Session        ; Debug       ; OpenTAP Engine 9.18.5+0328e9b4 X64
2022-09-15 15:30:11.345619 ; AssemblyFinder ; Debug       ; Found 28/92 assembly files. [55.8 ms]
2022-09-15 15:30:11.385403 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.5.0.0, Culture=neutral, PublicKeyToken=null in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2022-09-15 15:30:11.386273 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-09-15 15:30:11.555494 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-09-15 15:30:12.116363 ; Searcher       ; Debug       ; Ordered 26 assemblies according to references. [760 ms]
2022-09-15 15:30:12.313812 ; PluginManager  ; Debug       ; Found 20 plugin assemblies containing 274 plugin types. [961 ms]
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.dll
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.Package.dll
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 1.1.0            of Keysight.OpenTap.Licensing.dll
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.Plugins.BasicSteps.dll
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyOpenTapShare.dll
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyPluginChuck.dll
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyPluginGen.dll
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2022-09-15 15:30:12.314951 ; PluginManager  ; Debug       ; Searched 28 Assemblies. [963 ms]
2022-09-15 15:30:12.465760 ; AssemblyData   ; Debug       ; Loaded OpenTap. [528 us]
2022-09-15 15:30:12.467265 ; AssemblyData   ; Debug       ; Loaded OpenTap. [14.1 ms]
2022-09-15 15:30:12.487247 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [34.1 ms]
2022-09-15 15:30:12.504530 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [39.1 ms]
2022-09-15 15:30:12.507408 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.Wpf. [705 us]
2022-09-15 15:30:12.595605 ; AssemblyData   ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [31.0 ms]
2022-09-15 15:30:12.718073 ; AssemblyData   ; Debug       ; Loaded mscorlib. [4.50 us]
2022-09-15 15:30:13.029577 ; Settings       ; Debug       ; EditorSettings loaded from D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\Editor.xml [867 ms]
2022-09-15 15:30:13.040094 ; Resolver       ; Debug       ; Found match for Keysight.Ccl.Wsl, Version=4.0.1.9, Culture=neutral, PublicKeyToken=55333af07c70062e in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Dependencies\Keysight.Ccl.Wsl.4.0.1.9\Keysight.Ccl.Wsl.dll
2022-09-15 15:30:13.065013 ; Resolver       ; Debug       ; Found match for MahApps.Metro, Version=1.3.0.0, Culture=neutral, PublicKeyToken=f4fb5a3c4d1e5b4f in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Dependencies\MahApps.Metro.1.3.0.0\MahApps.Metro.dll
2022-09-15 15:30:13.416430 ; GUI            ; Debug       ; Loaded Light Theme. [23.6 ms]
2022-09-15 15:30:13.505603 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2022-09-15 15:30:14.852413 ; Settings       ; Debug       ; GuiControlsSettings loaded from D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\GUI Controls.xml [216 ms]
2022-09-15 15:30:14.852413 ; Main           ; Debug       ; Window initial dimensions: 1024px, 768px.
2022-09-15 15:30:14.913974 ; Settings       ; Debug       ; EngineSettings loaded from D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\Engine.xml [55.8 ms]
2022-09-15 15:30:14.920608 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [666 us]
2022-09-15 15:30:14.933350 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Licensing, Version=1.1.1.0, Culture=neutral, PublicKeyToken=null in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Packages\Keysight Licensing\Keysight.OpenTap.Licensing.dll
2022-09-15 15:30:14.978991 ; Settings       ; Debug       ; No settings file exists for AuthenticationSettings. A new instance with default values has been created. [509 us]
2022-09-15 15:30:15.006302 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2022-09-15 15-30-14.txt'. [26.3 ms]
2022-09-15 15:30:15.563050 ; Main           ; Debug       ; GUI initialized. [706 ms]
2022-09-15 15:30:15.563050 ; Main           ; Debug       ; Docking manager initialized. [60.0 us]
