2022-09-15 17:40:01.039568 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\SessionLogs\editor 2022-09-15 17-39-57.txt'. [27.3 ms]
2022-09-15 17:40:01.119557 ; Session        ; Debug       ; Running '"D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\editor.exe" ' in 'D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug'.
2022-09-15 17:40:01.459700 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-09-15 17:40:01.459700 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-09-15 17:40:01.510676 ; Session        ; Debug       ; OpenTAP Engine 9.18.5+0328e9b4 X64
2022-09-15 17:40:01.603622 ; AssemblyFinder ; Debug       ; Found 29/93 assembly files. [107 ms]
2022-09-15 17:40:01.883370 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.5.0.0, Culture=neutral, PublicKeyToken=null in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2022-09-15 17:40:01.945873 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-09-15 17:40:02.175831 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-09-15 17:40:03.119239 ; Searcher       ; Debug       ; Ordered 27 assemblies according to references. [1.42 s]
2022-09-15 17:40:03.414742 ; PluginManager  ; Debug       ; Found 21 plugin assemblies containing 274 plugin types. [1.72 s]
2022-09-15 17:40:03.415741 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.dll
2022-09-15 17:40:03.415741 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.Package.dll
2022-09-15 17:40:03.415741 ; PluginManager  ; Debug       ; Found version 1.1.0            of Keysight.OpenTap.Licensing.dll
2022-09-15 17:40:03.415741 ; PluginManager  ; Debug       ; Found version 9.18.5+0328e9b4  of OpenTap.Plugins.BasicSteps.dll
2022-09-15 17:40:03.415741 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2022-09-15 17:40:03.415741 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2022-09-15 17:40:03.415741 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2022-09-15 17:40:03.415943 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyOpenTapShare.dll
2022-09-15 17:40:03.415943 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyPluginChuck.dll
2022-09-15 17:40:03.415943 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyPluginGen.dll
2022-09-15 17:40:03.415943 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of MyPluginVision.dll
2022-09-15 17:40:03.415943 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2022-09-15 17:40:03.415943 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2022-09-15 17:40:03.415943 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2022-09-15 17:40:03.415943 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2022-09-15 17:40:03.415943 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2022-09-15 17:40:03.415943 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2022-09-15 17:40:03.415943 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-09-15 17:40:03.415943 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-09-15 17:40:03.415943 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-09-15 17:40:03.415943 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2022-09-15 17:40:03.415943 ; PluginManager  ; Debug       ; Searched 29 Assemblies. [1.72 s]
2022-09-15 17:40:03.654175 ; AssemblyData   ; Debug       ; Loaded OpenTap. [765 us]
2022-09-15 17:40:03.654674 ; AssemblyData   ; Debug       ; Loaded OpenTap. [1.03 ms]
2022-09-15 17:40:03.687824 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.Wpf. [3.36 ms]
2022-09-15 17:40:03.764880 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [111 ms]
2022-09-15 17:40:03.809423 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [155 ms]
2022-09-15 17:40:03.939269 ; AssemblyData   ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [41.6 ms]
2022-09-15 17:40:04.154732 ; AssemblyData   ; Debug       ; Loaded mscorlib. [1.50 us]
2022-09-15 17:40:04.616866 ; Settings       ; Debug       ; EditorSettings loaded from D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\Editor.xml [1.38 s]
2022-09-15 17:40:04.631111 ; Resolver       ; Debug       ; Found match for Keysight.Ccl.Wsl, Version=4.0.1.9, Culture=neutral, PublicKeyToken=55333af07c70062e in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Dependencies\Keysight.Ccl.Wsl.4.0.1.9\Keysight.Ccl.Wsl.dll
2022-09-15 17:40:04.691330 ; Resolver       ; Debug       ; Found match for MahApps.Metro, Version=1.3.0.0, Culture=neutral, PublicKeyToken=f4fb5a3c4d1e5b4f in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Dependencies\MahApps.Metro.1.3.0.0\MahApps.Metro.dll
2022-09-15 17:40:05.264534 ; GUI            ; Debug       ; Loaded Light Theme. [32.2 ms]
2022-09-15 17:40:05.393599 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2022-09-15 17:40:06.000768 ; Settings       ; Debug       ; GuiControlsSettings loaded from D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\GUI Controls.xml [340 ms]
2022-09-15 17:40:06.001815 ; Main           ; Debug       ; Window initial dimensions: 1549px, 837px.
2022-09-15 17:40:06.088151 ; Settings       ; Debug       ; EngineSettings loaded from D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\Engine.xml [76.4 ms]
2022-09-15 17:40:06.113000 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [1.91 ms]
2022-09-15 17:40:06.118533 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Licensing, Version=1.1.1.0, Culture=neutral, PublicKeyToken=null in D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Packages\Keysight Licensing\Keysight.OpenTap.Licensing.dll
2022-09-15 17:40:06.191707 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2022-09-15 17-40-06.txt'. [58.3 ms]
2022-09-15 17:40:06.227117 ; Settings       ; Debug       ; No settings file exists for AuthenticationSettings. A new instance with default values has been created. [711 us]
2022-09-15 17:40:07.135733 ; Main           ; Debug       ; GUI initialized. [1.12 s]
2022-09-15 17:40:07.135733 ; Main           ; Debug       ; Docking manager initialized. [306 us]
2022-09-15 17:40:07.146908 ; OpenTAP        ; Information ; OpenTAP version '9.18.5+0328e9b4' 64-bit initialized 09/15/2022 [9.29 s]
2022-09-15 17:40:07.257156 ; AssemblyData   ; Debug       ; Loaded PackageManager. [1.53 ms]
2022-09-15 17:40:07.257156 ; AssemblyData   ; Debug       ; Loaded Editor. [52.3 us]
2022-09-15 17:40:07.367249 ; AssemblyData   ; Debug       ; Loaded MyOpenTapShare. [109 ms]
2022-09-15 17:40:07.411005 ; AssemblyData   ; Debug       ; Loaded ResultsViewer. [40.7 ms]
2022-09-15 17:40:07.464335 ; AssemblyData   ; Debug       ; Loaded RunExplorer. [51.3 ms]
2022-09-15 17:40:07.478368 ; Settings       ; Debug       ; ConnectionSettings loaded from D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\Bench\Default\Connections.xml [11.8 ms]
2022-09-15 17:40:07.495121 ; Settings       ; Debug       ; DutSettings loaded from D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\Bench\Default\DUTs.xml [16.0 ms]
2022-09-15 17:40:08.107710 ; Settings       ; Debug       ; InstrumentSettings loaded from D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\Bench\Default\Instruments.xml [613 ms]
2022-09-15 17:40:08.109703 ; Settings       ; Debug       ; MySettings1 loaded from D:\MPI Project\Test\MyOpenTap\MyOpenTapMain\bin\Debug\Settings\MySettings.xml [1.77 ms]
